date,抽稀值,值
2024-05-27 23:49:36,427.731781,425.353149
2024-05-27 23:49:31,427.731781,423.922333
2024-05-27 23:48:26,428.0115,428.0115
2024-05-27 23:48:21,428.0115,425.817627
2024-05-27 23:48:16,428.0115,424.2237
2024-05-27 23:48:11,428.0115,428.313965
2024-05-27 23:48:06,428.0115,426.762146
2024-05-27 23:48:01,428.0115,428.574768
2024-05-27 23:47:56,425.164673,425.164673
2024-05-27 23:47:51,425.164673,422.0055
2024-05-27 23:47:46,425.164673,424.402924
2024-05-27 23:47:40,425.164673,426.24884
2024-05-27 23:47:35,425.164673,429.013031
2024-05-27 23:47:30,425.164673,424.028961
2024-05-27 23:47:25,425.164673,424.170349
2024-05-27 23:47:20,425.164673,428.694153
2024-05-27 23:47:15,425.164673,429.9738
2024-05-27 23:47:10,425.164673,425.000122
2024-05-27 23:47:05,425.164673,430.307617
2024-05-27 23:47:00,425.164673,431.617981
2024-05-27 23:46:55,428.943817,428.943817
2024-05-27 23:46:50,428.943817,427.087067
2024-05-27 23:46:45,428.943817,427.7115
2024-05-27 23:46:40,428.943817,425.226044
2024-05-27 23:46:35,428.943817,426.661163
2024-05-27 23:46:30,428.943817,431.055725
2024-05-27 23:46:25,428.943817,430.01413
2024-05-27 23:46:20,428.943817,435.190247
2024-05-27 23:46:15,428.943817,428.504761
2024-05-27 23:46:10,428.943817,432.593018
2024-05-27 23:46:05,428.943817,434.218323
2024-05-27 23:46:00,428.943817,435.800629
2024-05-27 23:45:55,430.8981,430.8981
2024-05-27 23:45:50,430.8981,435.4612
2024-05-27 23:45:45,430.8981,428.606873
2024-05-27 23:45:40,430.8981,432.070618
2024-05-27 23:45:35,430.8981,434.364746
2024-05-27 23:45:30,430.8981,435.377777
2024-05-27 23:45:25,430.8981,434.066254
2024-05-27 23:45:20,430.8981,433.680878
2024-05-27 23:45:15,430.8981,437.882751
2024-05-27 23:45:10,430.8981,434.200836
2024-05-27 23:45:05,430.8981,434.0328
2024-05-27 23:45:00,430.8981,437.2798
2024-05-27 23:44:55,438.900665,438.900665
2024-05-27 23:44:50,438.900665,438.473755
2024-05-27 23:44:45,438.900665,433.8765
2024-05-27 23:44:40,438.900665,432.66217
2024-05-27 23:44:35,438.900665,435.82666
2024-05-27 23:44:30,438.900665,435.961334
2024-05-27 23:44:25,438.900665,438.4581
2024-05-27 23:44:20,438.900665,434.143433
2024-05-27 23:44:15,438.900665,427.6354
2024-05-27 23:44:10,438.900665,429.9326
2024-05-27 23:44:05,438.900665,433.0196
2024-05-27 23:44:00,438.900665,433.3669
2024-05-27 23:43:55,429.978271,429.978271
2024-05-27 23:43:50,429.978271,431.6804
2024-05-27 23:43:45,429.978271,433.9634
2024-05-27 23:43:40,429.978271,431.653839
2024-05-27 23:43:35,429.978271,430.4768
2024-05-27 23:43:30,429.978271,426.758972
2024-05-27 23:43:25,429.978271,431.275421
2024-05-27 23:43:20,429.978271,434.1326
2024-05-27 23:43:15,429.978271,430.365021
2024-05-27 23:43:10,429.978271,427.795959
2024-05-27 23:43:05,429.978271,426.5553
2024-05-27 23:43:00,429.978271,429.262238
2024-05-27 23:42:55,426.949554,426.949554
2024-05-27 23:42:50,426.949554,427.705475
2024-05-27 23:42:45,426.949554,427.559937
2024-05-27 23:42:40,426.949554,427.353424
2024-05-27 23:42:35,426.949554,425.6329
2024-05-27 23:42:30,426.949554,423.091217
2024-05-27 23:42:25,426.949554,426.9006
2024-05-27 23:42:20,426.949554,422.953339
2024-05-27 23:42:15,426.949554,424.41214
2024-05-27 23:42:10,426.949554,425.00592
2024-05-27 23:42:05,426.949554,422.0334
2024-05-27 23:42:00,426.949554,422.384277
2024-05-27 23:41:55,421.69223,421.69223
2024-05-27 23:41:50,421.69223,414.8179
2024-05-27 23:41:45,421.69223,421.7618
2024-05-27 23:41:40,421.69223,430.063629
2024-05-27 23:41:35,421.69223,424.743958
2024-05-27 23:41:30,421.69223,427.163971
2024-05-27 23:41:25,421.69223,425.06366
2024-05-27 23:41:20,421.69223,421.8496
2024-05-27 23:41:15,421.69223,422.325531
2024-05-27 23:41:10,421.69223,423.27356
2024-05-27 23:41:05,421.69223,426.91394
2024-05-27 23:41:00,421.69223,425.632019
2024-05-27 23:40:55,422.8429,422.8429
2024-05-27 23:40:50,422.8429,431.6984
2024-05-27 23:40:45,422.8429,431.627655
2024-05-27 23:40:40,422.8429,428.760132
2024-05-27 23:40:35,422.8429,423.735168
2024-05-27 23:40:30,422.8429,424.4367
2024-05-27 23:40:25,422.8429,428.153656
2024-05-27 23:40:20,422.8429,430.805481
2024-05-27 23:40:15,422.8429,428.541931
2024-05-27 23:40:10,422.8429,428.728333
2024-05-27 23:40:05,422.8429,433.3748
2024-05-27 23:40:00,422.8429,436.4931
2024-05-27 23:39:55,435.699738,435.699738
2024-05-27 23:39:50,435.699738,433.876953
2024-05-27 23:39:45,435.699738,430.260071
2024-05-27 23:39:40,435.699738,432.292633
2024-05-27 23:39:35,435.699738,436.1414
2024-05-27 23:39:30,435.699738,439.6051
2024-05-27 23:39:25,435.699738,434.044464
2024-05-27 23:39:20,435.699738,436.9385
2024-05-27 23:39:15,435.699738,439.130035
2024-05-27 23:39:10,435.699738,438.7823
2024-05-27 23:39:05,435.699738,435.180054
2024-05-27 23:39:00,435.699738,442.021973
2024-05-27 23:38:55,441.290375,441.290375
2024-05-27 23:38:50,441.290375,438.424225
2024-05-27 23:38:45,441.290375,436.136627
2024-05-27 23:38:40,441.290375,437.4205
2024-05-27 23:38:35,441.290375,439.99765
2024-05-27 23:38:30,441.290375,436.3329
2024-05-27 23:38:25,441.290375,434.911163
2024-05-27 23:38:20,441.290375,439.733856
2024-05-27 23:38:15,441.290375,436.516449
2024-05-27 23:38:10,441.290375,433.610077
2024-05-27 23:38:05,441.290375,435.351929
2024-05-27 23:38:00,441.290375,435.931335
2024-05-27 23:37:55,435.081146,435.081146
2024-05-27 23:37:50,435.081146,434.132141
2024-05-27 23:37:45,435.081146,435.184265
2024-05-27 23:37:40,435.081146,437.157043
2024-05-27 23:37:35,435.081146,431.072632
2024-05-27 23:37:30,435.081146,430.389465
2024-05-27 23:37:25,435.081146,431.10553
2024-05-27 23:37:20,435.081146,427.707458
2024-05-27 23:37:15,435.081146,427.403534
2024-05-27 23:37:10,435.081146,429.9285
2024-05-27 23:37:05,435.081146,427.72522
2024-05-27 23:37:00,435.081146,428.247131
2024-05-27 23:36:55,425.667,425.667
2024-05-27 23:36:50,425.667,425.884949
2024-05-27 23:36:45,425.667,429.783264
2024-05-27 23:36:40,425.667,430.274139
2024-05-27 23:36:35,425.667,428.7647
2024-05-27 23:36:30,425.667,428.691376
2024-05-27 23:36:25,425.667,426.731445
2024-05-27 23:36:20,425.667,429.899567
2024-05-27 23:36:15,425.667,425.3166
2024-05-27 23:36:10,425.667,424.559845
2024-05-27 23:36:05,425.667,427.644745
2024-05-27 23:36:00,425.667,423.3653
2024-05-27 23:35:55,426.278564,426.278564
2024-05-27 23:35:50,426.278564,425.7351
2024-05-27 23:35:45,426.278564,420.813843
2024-05-27 23:35:40,426.278564,421.096
2024-05-27 23:35:35,426.278564,426.390625
2024-05-27 23:35:30,426.278564,423.7728
2024-05-27 23:35:25,426.278564,419.598022
2024-05-27 23:35:20,426.278564,424.323334
2024-05-27 23:35:15,426.278564,421.120239
2024-05-27 23:35:10,426.278564,423.54068
2024-05-27 23:35:05,426.278564,424.03595
2024-05-27 23:35:00,426.278564,423.075317
2024-05-27 23:34:55,427.119934,427.119934
2024-05-27 23:34:50,427.119934,423.8189
2024-05-27 23:34:45,427.119934,419.6994
2024-05-27 23:34:40,427.119934,421.232941
2024-05-27 23:34:35,427.119934,426.8708
2024-05-27 23:34:30,427.119934,424.0856
2024-05-27 23:34:25,427.119934,423.84
2024-05-27 23:34:20,427.119934,420.814484
2024-05-27 23:34:15,427.119934,425.0172
2024-05-27 23:34:10,427.119934,427.503662
2024-05-27 23:34:05,427.119934,430.770538
2024-05-27 23:34:00,427.119934,430.06134
2024-05-27 23:33:55,433.3497,433.3497
2024-05-27 23:33:50,433.3497,430.3617
2024-05-27 23:33:45,433.3497,428.4047
2024-05-27 23:33:40,433.3497,433.456421
2024-05-27 23:33:35,433.3497,429.9867
2024-05-27 23:33:30,433.3497,436.564026
2024-05-27 23:33:25,433.3497,436.54126
2024-05-27 23:33:20,433.3497,432.516235
2024-05-27 23:33:15,433.3497,429.2893
2024-05-27 23:33:10,433.3497,433.4975
2024-05-27 23:33:05,433.3497,435.509216
2024-05-27 23:33:00,433.3497,437.558258
2024-05-27 23:32:55,439.352173,439.352173
2024-05-27 23:32:50,439.352173,431.9927
2024-05-27 23:32:45,439.352173,434.673035
2024-05-27 23:32:40,439.352173,438.541382
2024-05-27 23:32:35,439.352173,433.929
2024-05-27 23:32:30,439.352173,435.8773
2024-05-27 23:32:25,439.352173,432.638184
2024-05-27 23:32:20,439.352173,433.41153
2024-05-27 23:32:15,439.352173,434.4834
2024-05-27 23:32:10,439.352173,438.8447
2024-05-27 23:32:05,439.352173,434.0457
2024-05-27 23:32:00,439.352173,430.550873
2024-05-27 23:31:55,435.116943,435.116943
2024-05-27 23:31:50,435.116943,434.014557
2024-05-27 23:31:45,435.116943,431.136963
2024-05-27 23:31:40,435.116943,434.769836
2024-05-27 23:31:35,435.116943,430.4324
2024-05-27 23:31:30,435.116943,432.8086
2024-05-27 23:31:25,435.116943,435.7333
2024-05-27 23:31:20,435.116943,432.313965
2024-05-27 23:31:15,435.116943,427.814972
2024-05-27 23:31:10,435.116943,430.130066
2024-05-27 23:31:05,435.116943,435.3836
2024-05-27 23:31:00,435.116943,432.1109
2024-05-27 23:30:55,431.0404,431.0404
2024-05-27 23:30:50,431.0404,434.027344
2024-05-27 23:30:45,431.0404,435.0319
2024-05-27 23:30:40,431.0404,430.413574
2024-05-27 23:30:35,431.0404,427.373016
2024-05-27 23:30:30,431.0404,429.533447
2024-05-27 23:30:25,431.0404,429.9697
2024-05-27 23:30:20,431.0404,427.669922
2024-05-27 23:30:15,431.0404,429.882782
2024-05-27 23:30:10,431.0404,432.9645
2024-05-27 23:30:05,431.0404,429.84613
2024-05-27 23:30:00,431.0404,429.3196
2024-05-27 23:29:55,426.478455,426.478455
2024-05-27 23:29:50,426.478455,427.6265
2024-05-27 23:29:45,426.478455,428.60376
2024-05-27 23:29:40,426.478455,422.357239
2024-05-27 23:29:35,426.478455,427.418335
2024-05-27 23:29:30,426.478455,430.78656
2024-05-27 23:29:25,426.478455,424.531464
2024-05-27 23:29:20,426.478455,420.199982
2024-05-27 23:29:15,426.478455,422.7663
2024-05-27 23:29:10,426.478455,429.2472
2024-05-27 23:29:05,426.478455,426.687683
2024-05-27 23:29:00,426.478455,420.864441
2024-05-27 23:28:55,423.2654,423.2654
2024-05-27 23:28:50,423.2654,420.335968
2024-05-27 23:28:45,423.2654,422.834045
2024-05-27 23:28:40,423.2654,426.4718
2024-05-27 23:28:35,423.2654,423.183533
2024-05-27 23:28:30,423.2654,418.759644
2024-05-27 23:28:25,423.2654,424.7955
2024-05-27 23:28:20,423.2654,426.781128
2024-05-27 23:28:15,423.2654,422.04068
2024-05-27 23:28:10,423.2654,424.155334
2024-05-27 23:28:05,423.2654,429.42276
2024-05-27 23:28:00,423.2654,423.462036
2024-05-27 23:27:55,421.134827,421.134827
2024-05-27 23:27:50,421.134827,418.6248
2024-05-27 23:27:45,421.134827,426.577484
2024-05-27 23:27:40,421.134827,425.962341
2024-05-27 23:27:35,421.134827,423.690979
2024-05-27 23:27:30,421.134827,429.999146
2024-05-27 23:27:25,421.134827,427.623779
2024-05-27 23:27:20,421.134827,426.7039
2024-05-27 23:27:15,421.134827,429.62265
2024-05-27 23:27:10,421.134827,428.814117
2024-05-27 23:27:05,421.134827,431.890564
2024-05-27 23:27:00,421.134827,430.3614
2024-05-27 23:26:55,427.57016,427.57016
2024-05-27 23:26:50,427.57016,432.6235
2024-05-27 23:26:45,427.57016,436.7868
2024-05-27 23:26:40,427.57016,433.67157
2024-05-27 23:26:35,427.57016,433.026917
2024-05-27 23:26:30,427.57016,433.052277
2024-05-27 23:26:25,427.57016,439.740631
2024-05-27 23:26:20,427.57016,437.8868
2024-05-27 23:26:15,427.57016,436.133331
2024-05-27 23:26:10,427.57016,440.281433
2024-05-27 23:26:05,427.57016,439.7016
2024-05-27 23:26:00,427.57016,443.339
2024-05-27 23:25:55,441.798035,441.798035
2024-05-27 23:25:50,441.798035,441.1566
2024-05-27 23:25:45,441.798035,440.2409
2024-05-27 23:25:40,441.798035,440.272034
2024-05-27 23:25:35,441.798035,444.454468
2024-05-27 23:25:30,441.798035,438.710876
2024-05-27 23:25:25,441.798035,441.629456
2024-05-27 23:25:20,441.798035,441.914642
2024-05-27 23:25:15,441.798035,440.9331
2024-05-27 23:25:10,441.798035,438.528046
2024-05-27 23:25:05,441.798035,440.557526
2024-05-27 23:25:00,441.798035,440.8464
2024-05-27 23:24:55,442.125336,442.125336
2024-05-27 23:24:50,442.125336,437.073364
2024-05-27 23:24:45,442.125336,433.4493
2024-05-27 23:24:40,442.125336,436.790527
2024-05-27 23:24:35,442.125336,442.140137
2024-05-27 23:24:30,442.125336,438.3156
2024-05-27 23:24:25,442.125336,434.308655
2024-05-27 23:24:20,442.125336,433.58252
2024-05-27 23:24:15,442.125336,438.141937
2024-05-27 23:24:10,442.125336,431.003937
2024-05-27 23:24:05,442.125336,432.256
2024-05-27 23:24:00,442.125336,430.135559
2024-05-27 23:23:55,427.154755,427.154755
2024-05-27 23:23:50,427.154755,428.8341
2024-05-27 23:23:45,427.154755,421.4893
2024-05-27 23:23:40,427.154755,424.74826
2024-05-27 23:23:35,427.154755,424.99408
2024-05-27 23:23:30,427.154755,426.378448
2024-05-27 23:23:25,427.154755,422.8888
2024-05-27 23:23:20,427.154755,421.96167
2024-05-27 23:23:15,427.154755,419.9243
2024-05-27 23:23:10,427.154755,422.952759
2024-05-27 23:23:05,427.154755,418.899933
2024-05-27 23:23:00,427.154755,418.84845
2024-05-27 23:22:55,418.299652,418.299652
2024-05-27 23:22:50,418.299652,421.2274
2024-05-27 23:22:45,418.299652,421.256073
2024-05-27 23:22:40,418.299652,421.130432
2024-05-27 23:22:35,418.299652,418.209167
2024-05-27 23:22:30,418.299652,418.9362
2024-05-27 23:22:25,418.299652,419.1293
2024-05-27 23:22:20,418.299652,419.4312
2024-05-27 23:22:15,418.299652,422.7753
2024-05-27 23:22:10,418.299652,423.98822
2024-05-27 23:22:05,418.299652,420.613861
2024-05-27 23:22:00,418.299652,418.9271
2024-05-27 23:21:55,421.2009,421.2009
2024-05-27 23:21:50,421.2009,428.813538
2024-05-27 23:21:45,421.2009,428.960571
2024-05-27 23:21:40,421.2009,424.602783
2024-05-27 23:21:35,421.2009,429.45874
2024-05-27 23:21:30,421.2009,432.0842
2024-05-27 23:21:25,421.2009,430.79007
2024-05-27 23:21:20,421.2009,432.828979
2024-05-27 23:21:15,421.2009,430.288025
2024-05-27 23:21:10,421.2009,425.552124
2024-05-27 23:21:05,421.2009,432.590942
2024-05-27 23:21:00,421.2009,437.447174
2024-05-27 23:20:55,439.2572,439.2572
2024-05-27 23:20:50,439.2572,434.8313
2024-05-27 23:20:45,439.2572,432.6188
2024-05-27 23:20:40,439.2572,437.2399
2024-05-27 23:20:35,439.2572,434.0536
2024-05-27 23:20:30,439.2572,437.999634
2024-05-27 23:20:25,439.2572,431.558044
2024-05-27 23:20:20,439.2572,436.4748
2024-05-27 23:20:15,439.2572,439.673157
2024-05-27 23:20:10,439.2572,441.7703
2024-05-27 23:20:05,439.2572,432.359283
2024-05-27 23:20:00,439.2572,429.924377
2024-05-27 23:19:55,433.801453,433.801453
2024-05-27 23:19:50,433.801453,435.2591
2024-05-27 23:19:45,433.801453,431.476929
2024-05-27 23:19:40,433.801453,433.110352
2024-05-27 23:19:35,433.801453,434.6779
2024-05-27 23:19:30,433.801453,428.259125
2024-05-27 23:19:25,433.801453,426.874481
2024-05-27 23:19:20,433.801453,426.566742
2024-05-27 23:19:15,433.801453,427.1012
2024-05-27 23:19:10,433.801453,431.0751
2024-05-27 23:19:05,433.801453,428.0514
2024-05-27 23:19:00,433.801453,429.181641
2024-05-27 23:18:55,430.8525,430.8525
2024-05-27 23:18:50,430.8525,431.037048
2024-05-27 23:18:45,430.8525,427.8784
2024-05-27 23:18:40,430.8525,429.798065
2024-05-27 23:18:35,430.8525,431.077026
2024-05-27 23:18:30,430.8525,427.893738
2024-05-27 23:18:25,430.8525,427.707336
2024-05-27 23:18:20,430.8525,428.718842
2024-05-27 23:18:15,430.8525,428.841431
2024-05-27 23:18:10,430.8525,427.546021
2024-05-27 23:18:05,430.8525,429.0499
2024-05-27 23:18:00,430.8525,426.306915
2024-05-27 23:17:55,428.344818,428.344818
2024-05-27 23:17:50,428.344818,432.309052
2024-05-27 23:17:45,428.344818,436.1725
2024-05-27 23:17:40,428.344818,430.219116
2024-05-27 23:17:35,428.344818,427.4668
2024-05-27 23:17:30,428.344818,431.5674
2024-05-27 23:17:25,428.344818,427.326477
2024-05-27 23:17:20,428.344818,431.911774
2024-05-27 23:17:15,428.344818,431.97406
2024-05-27 23:17:10,428.344818,429.9567
2024-05-27 23:17:05,428.344818,431.373749
2024-05-27 23:17:00,428.344818,426.402527
2024-05-27 23:16:55,428.932434,428.932434
2024-05-27 23:16:50,428.932434,428.480164
2024-05-27 23:16:45,428.932434,429.388
2024-05-27 23:16:40,428.932434,431.908081
2024-05-27 23:16:35,428.932434,427.900269
2024-05-27 23:16:30,428.932434,424.729828
2024-05-27 23:16:25,428.932434,425.833
2024-05-27 23:16:20,428.932434,431.252258
2024-05-27 23:16:15,428.932434,428.283081
2024-05-27 23:16:10,428.932434,431.21228
2024-05-27 23:16:05,428.932434,428.04657
2024-05-27 23:16:00,428.932434,431.609436
2024-05-27 23:15:55,434.38327,434.38327
2024-05-27 23:15:50,434.38327,435.0364
2024-05-27 23:15:45,434.38327,431.54715
2024-05-27 23:15:40,434.38327,428.8211
2024-05-27 23:15:35,434.38327,429.917358
2024-05-27 23:15:30,434.38327,432.806854
2024-05-27 23:15:25,434.38327,431.0086
2024-05-27 23:15:20,434.38327,430.8127
2024-05-27 23:15:15,434.38327,429.487518
2024-05-27 23:15:10,434.38327,430.532318
2024-05-27 23:15:05,434.38327,427.546631
2024-05-27 23:15:00,434.38327,427.9703
2024-05-27 23:14:55,429.827484,429.827484
2024-05-27 23:14:50,429.827484,432.62262
2024-05-27 23:14:45,429.827484,427.089966
2024-05-27 23:14:40,429.827484,427.58432
2024-05-27 23:14:35,429.827484,430.0553
2024-05-27 23:14:30,429.827484,430.355164
2024-05-27 23:14:25,429.827484,432.314545
2024-05-27 23:14:20,429.827484,430.1404
2024-05-27 23:14:15,429.827484,426.8715
2024-05-27 23:14:10,429.827484,429.108276
2024-05-27 23:14:05,429.827484,426.9116
2024-05-27 23:14:00,429.827484,428.358429
2024-05-27 23:13:55,430.546936,430.546936
2024-05-27 23:13:50,430.546936,429.881775
2024-05-27 23:13:45,430.546936,429.8554
2024-05-27 23:13:40,430.546936,430.440552
2024-05-27 23:13:35,430.546936,430.15918
2024-05-27 23:13:30,430.546936,431.591553
2024-05-27 23:13:25,430.546936,426.725983
2024-05-27 23:13:20,430.546936,430.713074
2024-05-27 23:13:15,430.546936,427.78302
2024-05-27 23:13:10,430.546936,427.514862
2024-05-27 23:13:05,430.546936,428.162567
2024-05-27 23:13:00,430.546936,432.903351
2024-05-27 23:12:55,431.349731,431.349731
2024-05-27 23:12:50,431.349731,428.76535
2024-05-27 23:12:45,431.349731,427.143768
2024-05-27 23:12:40,431.349731,427.657776
2024-05-27 23:12:35,431.349731,432.8449
2024-05-27 23:12:30,431.349731,431.072784
2024-05-27 23:12:25,431.349731,426.16452
2024-05-27 23:12:20,431.349731,433.89505
2024-05-27 23:12:15,431.349731,430.400238
2024-05-27 23:12:10,431.349731,428.374023
2024-05-27 23:12:05,431.349731,433.7375
2024-05-27 23:12:00,431.349731,424.753418
2024-05-27 23:11:55,425.1052,425.1052
2024-05-27 23:11:50,425.1052,429.550354
2024-05-27 23:11:45,425.1052,427.10498
2024-05-27 23:11:40,425.1052,430.207428
2024-05-27 23:11:35,425.1052,430.827942
2024-05-27 23:11:30,425.1052,431.788055
2024-05-27 23:11:25,425.1052,433.0141
2024-05-27 23:11:20,425.1052,430.0049
2024-05-27 23:11:15,425.1052,430.6648
2024-05-27 23:11:10,425.1052,432.115082
2024-05-27 23:11:05,425.1052,428.702
2024-05-27 23:11:00,425.1052,430.8849
2024-05-27 23:10:55,428.996521,428.996521
2024-05-27 23:10:50,428.996521,431.74
2024-05-27 23:10:45,428.996521,432.5749
2024-05-27 23:10:40,428.996521,432.8689
2024-05-27 23:10:35,428.996521,431.510223
2024-05-27 23:10:30,428.996521,436.647217
2024-05-27 23:10:25,428.996521,431.23822
2024-05-27 23:10:20,428.996521,433.1063
2024-05-27 23:10:15,428.996521,437.789063
2024-05-27 23:10:10,428.996521,429.8189
2024-05-27 23:10:05,428.996521,435.973236
2024-05-27 23:10:00,428.996521,434.114563
2024-05-27 23:09:55,430.2273,430.2273
2024-05-27 23:09:50,430.2273,433.277222
2024-05-27 23:09:45,430.2273,436.2279
2024-05-27 23:09:40,430.2273,433.859619
2024-05-27 23:09:35,430.2273,436.022278
2024-05-27 23:09:30,430.2273,433.266937
2024-05-27 23:09:25,430.2273,433.261169
2024-05-27 23:09:20,430.2273,436.372864
2024-05-27 23:09:15,430.2273,433.774658
2024-05-27 23:09:10,430.2273,428.1955
2024-05-27 23:09:05,430.2273,432.6395
2024-05-27 23:09:00,430.2273,427.959717
2024-05-27 23:08:55,429.1041,429.1041
2024-05-27 23:08:50,429.1041,433.9738
2024-05-27 23:08:45,429.1041,428.1953
2024-05-27 23:08:40,429.1041,432.523773
2024-05-27 23:08:35,429.1041,425.958984
2024-05-27 23:08:30,429.1041,425.4511
2024-05-27 23:08:25,429.1041,427.436584
2024-05-27 23:08:20,429.1041,430.657074
