时间,值
2023-10-28 23:50:28,6.038208
2023-10-28 23:50:23,6.038208
2023-10-28 23:50:18,6.03942871
2023-10-28 23:50:13,6.038208
2023-10-28 23:50:08,6.038208
2023-10-28 23:50:03,6.03759766
2023-10-28 23:49:58,6.038208
2023-10-28 23:49:53,6.03881836
2023-10-28 23:49:48,6.038208
2023-10-28 23:49:43,6.03515625
2023-10-28 23:49:38,6.03759766
2023-10-28 23:49:33,6.03942871
2023-10-28 23:49:28,6.03881836
2023-10-28 23:49:23,6.03515625
2023-10-28 23:49:18,6.03881836
2023-10-28 23:49:13,6.038208
2023-10-28 23:49:08,6.038208
2023-10-28 23:49:03,6.0369873
2023-10-28 23:48:58,6.03759766
2023-10-28 23:48:53,6.036377
2023-10-28 23:48:48,6.03881836
2023-10-28 23:48:43,6.03759766
2023-10-28 23:48:38,6.0369873
2023-10-28 23:48:33,6.03759766
2023-10-28 23:48:28,6.03881836
2023-10-28 23:48:23,6.0369873
2023-10-28 23:48:18,6.0369873
2023-10-28 23:48:13,6.0369873
2023-10-28 23:48:08,6.038208
2023-10-28 23:48:03,6.036377
2023-10-28 23:47:58,6.03759766
2023-10-28 23:47:53,6.0369873
2023-10-28 23:47:48,6.036377
2023-10-28 23:47:43,6.03759766
2023-10-28 23:47:38,6.036377
2023-10-28 23:47:33,6.0369873
2023-10-28 23:47:28,6.0369873
2023-10-28 23:47:23,6.036377
2023-10-28 23:47:18,6.036377
2023-10-28 23:47:13,6.036377
2023-10-28 23:47:08,6.0369873
2023-10-28 23:47:03,6.0369873
2023-10-28 23:46:58,6.03759766
2023-10-28 23:46:53,6.038208
2023-10-28 23:46:48,6.036377
2023-10-28 23:46:43,6.0369873
2023-10-28 23:46:38,6.036377
2023-10-28 23:46:33,6.036377
2023-10-28 23:46:28,6.03881836
2023-10-28 23:46:23,6.03759766
2023-10-28 23:46:18,6.038208
2023-10-28 23:46:13,6.038208
2023-10-28 23:46:08,6.038208
2023-10-28 23:46:03,6.0369873
2023-10-28 23:45:58,6.0369873
2023-10-28 23:45:53,6.038208
2023-10-28 23:45:48,6.03881836
2023-10-28 23:45:43,6.036377
2023-10-28 23:45:38,6.0369873
2023-10-28 23:45:33,6.0369873
2023-10-28 23:45:28,6.03881836
2023-10-28 23:45:23,6.0369873
2023-10-28 23:45:18,6.0369873
2023-10-28 23:45:13,6.03759766
2023-10-28 23:45:08,6.03881836
2023-10-28 23:45:03,6.040039
2023-10-28 23:44:58,6.04126
2023-10-28 23:44:53,6.04064941
2023-10-28 23:44:48,6.040039
2023-10-28 23:44:43,6.0369873
2023-10-28 23:44:38,6.04064941
2023-10-28 23:44:33,6.040039
2023-10-28 23:44:28,6.040039
2023-10-28 23:44:23,6.04064941
2023-10-28 23:44:18,6.04064941
2023-10-28 23:44:13,6.04064941
2023-10-28 23:44:08,6.04126
2023-10-28 23:44:03,6.04126
2023-10-28 23:43:58,6.03942871
2023-10-28 23:43:53,6.04126
2023-10-28 23:43:48,6.04064941
2023-10-28 23:43:43,6.03881836
2023-10-28 23:43:38,6.04064941
2023-10-28 23:43:33,6.04064941
2023-10-28 23:43:28,6.04126
2023-10-28 23:43:23,6.03759766
2023-10-28 23:43:18,6.03942871
2023-10-28 23:43:13,6.04126
2023-10-28 23:43:08,6.04126
2023-10-28 23:43:03,6.040039
2023-10-28 23:42:58,6.04126
2023-10-28 23:42:53,6.04064941
2023-10-28 23:42:48,6.03942871
2023-10-28 23:42:43,6.03881836
2023-10-28 23:42:38,6.04064941
2023-10-28 23:42:33,6.03881836
2023-10-28 23:42:28,6.040039
2023-10-28 23:42:23,6.03515625
2023-10-28 23:42:18,6.040039
2023-10-28 23:42:13,6.03942871
2023-10-28 23:42:08,6.040039
2023-10-28 23:42:03,6.040039
2023-10-28 23:41:58,6.040039
2023-10-28 23:41:53,6.03942871
2023-10-28 23:41:48,6.040039
2023-10-28 23:41:43,6.03759766
2023-10-28 23:41:38,6.04064941
2023-10-28 23:41:33,6.040039
2023-10-28 23:41:28,6.03942871
2023-10-28 23:41:23,6.0357666
2023-10-28 23:41:18,6.03759766
2023-10-28 23:41:13,6.038208
2023-10-28 23:41:08,6.038208
2023-10-28 23:41:03,6.03759766
2023-10-28 23:40:58,6.038208
2023-10-28 23:40:53,6.03759766
2023-10-28 23:40:48,6.0357666
2023-10-28 23:40:43,6.036377
2023-10-28 23:40:38,6.0357666
2023-10-28 23:40:33,6.0357666
2023-10-28 23:40:28,6.0357666
2023-10-28 23:40:23,6.0357666
2023-10-28 23:39:18,6.03515625
2023-10-28 23:39:13,6.03515625
2023-10-28 23:39:08,6.0357666
2023-10-28 23:39:03,6.03515625
2023-10-28 23:38:58,6.036377
2023-10-28 23:38:53,6.0369873
2023-10-28 23:38:48,6.038208
2023-10-28 23:38:43,6.036377
2023-10-28 23:38:38,6.0369873
2023-10-28 23:38:33,6.0369873
2023-10-28 23:38:28,6.03393555
2023-10-28 23:38:23,6.03759766
2023-10-28 23:38:18,6.03759766
2023-10-28 23:38:13,6.03759766
2023-10-28 23:38:08,6.03759766
2023-10-28 23:38:03,6.038208
2023-10-28 23:37:58,6.03759766
2023-10-28 23:37:53,6.0369873
2023-10-28 23:37:48,6.0369873
2023-10-28 23:37:43,6.0369873
2023-10-28 23:37:38,6.03881836
2023-10-28 23:37:33,6.038208
2023-10-28 23:37:28,6.03759766
2023-10-28 23:37:23,6.03881836
2023-10-28 23:37:18,6.0369873
2023-10-28 23:37:13,6.038208
2023-10-28 23:37:08,6.03881836
2023-10-28 23:37:03,6.038208
2023-10-28 23:36:58,6.03881836
2023-10-28 23:36:53,6.03881836
2023-10-28 23:36:48,6.04064941
2023-10-28 23:36:43,6.040039
2023-10-28 23:36:38,6.04248047
2023-10-28 23:36:33,6.04126
2023-10-28 23:36:28,6.04187
2023-10-28 23:36:23,6.04064941
2023-10-28 23:36:18,6.04126
2023-10-28 23:36:13,6.04126
2023-10-28 23:36:08,6.04064941
2023-10-28 23:36:03,6.04187
2023-10-28 23:35:58,6.04126
2023-10-28 23:35:53,6.04126
2023-10-28 23:35:48,6.040039
2023-10-28 23:35:43,6.03942871
2023-10-28 23:35:38,6.03942871
2023-10-28 23:35:33,6.03942871
2023-10-28 23:35:28,6.03515625
2023-10-28 23:35:23,6.03881836
2023-10-28 23:35:18,6.038208
2023-10-28 23:35:13,6.038208
2023-10-28 23:35:08,6.03393555
2023-10-28 23:35:03,6.038208
2023-10-28 23:34:58,6.038208
2023-10-28 23:34:53,6.038208
2023-10-28 23:34:48,6.03759766
2023-10-28 23:34:43,6.03759766
2023-10-28 23:34:38,6.038208
2023-10-28 23:34:33,6.038208
2023-10-28 23:34:27,6.036377
2023-10-28 23:34:22,6.034546
2023-10-28 23:34:17,6.03759766
2023-10-28 23:34:12,6.038208
2023-10-28 23:34:07,6.03881836
2023-10-28 23:34:02,6.03881836
2023-10-28 23:33:57,6.03759766
2023-10-28 23:33:52,6.036377
2023-10-28 23:33:47,6.036377
2023-10-28 23:33:42,6.036377
2023-10-28 23:33:37,6.0369873
2023-10-28 23:33:32,6.03942871
2023-10-28 23:33:27,6.03942871
2023-10-28 23:33:22,6.04187
2023-10-28 23:33:17,6.0357666
2023-10-28 23:33:12,6.03515625
2023-10-28 23:33:07,6.03515625
2023-10-28 23:33:02,6.03210449
2023-10-28 23:32:57,6.0369873
2023-10-28 23:32:52,6.0357666
2023-10-28 23:32:47,6.036377
2023-10-28 23:32:42,6.03515625
2023-10-28 23:32:37,6.0357666
2023-10-28 23:32:32,6.03759766
2023-10-28 23:32:27,6.036377
2023-10-28 23:32:22,6.033325
2023-10-28 23:32:17,6.03759766
2023-10-28 23:32:12,6.03759766
2023-10-28 23:32:07,6.03881836
2023-10-28 23:32:02,6.03942871
2023-10-28 23:31:57,6.03759766
2023-10-28 23:31:52,6.03881836
2023-10-28 23:31:47,6.03942871
2023-10-28 23:31:42,6.03881836
2023-10-28 23:31:37,6.03881836
2023-10-28 23:31:32,6.03942871
2023-10-28 23:31:27,6.038208
2023-10-28 23:31:22,6.03942871
2023-10-28 23:31:17,6.03942871
2023-10-28 23:31:12,6.03881836
2023-10-28 23:31:07,6.03881836
2023-10-28 23:31:02,6.03881836
2023-10-28 23:30:57,6.038208
2023-10-28 23:30:52,6.03942871
2023-10-28 23:30:47,6.03942871
2023-10-28 23:30:42,6.03759766
2023-10-28 23:30:37,6.040039
2023-10-28 23:30:32,6.03942871
2023-10-28 23:30:27,6.03942871
2023-10-28 23:30:22,6.03881836
2023-10-28 23:30:17,6.03942871
2023-10-28 23:30:12,6.03759766
2023-10-28 23:30:07,6.038208
2023-10-28 23:30:02,6.038208
2023-10-28 23:29:57,6.03759766
2023-10-28 23:29:52,6.03881836
2023-10-28 23:29:47,6.03881836
2023-10-28 23:29:42,6.038208
2023-10-28 23:29:37,6.03942871
2023-10-28 23:29:32,6.040039
2023-10-28 23:29:27,6.03942871
2023-10-28 23:29:22,6.03881836
2023-10-28 23:29:17,6.038208
2023-10-28 23:29:12,6.038208
2023-10-28 23:29:07,6.034546
2023-10-28 23:29:02,6.038208
2023-10-28 23:28:57,6.03759766
2023-10-28 23:28:52,6.03881836
2023-10-28 23:28:47,6.03759766
2023-10-28 23:28:42,6.03759766
2023-10-28 23:28:37,6.038208
2023-10-28 23:28:32,6.03759766
2023-10-28 23:28:27,6.03881836
2023-10-28 23:28:22,6.0369873
2023-10-28 23:28:17,6.036377
2023-10-28 23:28:12,6.036377
2023-10-28 23:28:07,6.031494
2023-10-28 23:28:02,6.0357666
2023-10-28 23:27:57,6.0369873
2023-10-28 23:27:52,6.034546
2023-10-28 23:27:47,6.03393555
2023-10-28 23:27:42,6.0357666
2023-10-28 23:27:37,6.03515625
2023-10-28 23:27:32,6.03515625
2023-10-28 23:27:27,6.03393555
2023-10-28 23:27:22,6.03393555
2023-10-28 23:27:17,6.033325
2023-10-28 23:27:12,6.03393555
2023-10-28 23:27:07,6.03210449
2023-10-28 23:27:02,6.034546
2023-10-28 23:26:57,6.03515625
2023-10-28 23:26:52,6.03515625
2023-10-28 23:26:47,6.03393555
2023-10-28 23:26:42,6.0357666
2023-10-28 23:26:37,6.0369873
2023-10-28 23:26:32,6.0357666
2023-10-28 23:26:27,6.0357666
2023-10-28 23:26:22,6.0357666
2023-10-28 23:26:17,6.03515625
2023-10-28 23:26:12,6.0369873
2023-10-28 23:26:07,6.03210449
2023-10-28 23:26:02,6.03515625
2023-10-28 23:25:57,6.0369873
2023-10-28 23:25:52,6.0369873
2023-10-28 23:25:47,6.03515625
2023-10-28 23:25:42,6.0369873
2023-10-28 23:25:37,6.0357666
2023-10-28 23:25:32,6.038208
2023-10-28 23:25:27,6.036377
2023-10-28 23:25:22,6.03759766
2023-10-28 23:25:17,6.036377
2023-10-28 23:25:12,6.03759766
2023-10-28 23:25:07,6.0369873
2023-10-28 23:25:02,6.038208
2023-10-28 23:24:57,6.0369873
2023-10-28 23:24:52,6.03759766
2023-10-28 23:24:47,6.034546
2023-10-28 23:24:42,6.038208
2023-10-28 23:24:37,6.038208
2023-10-28 23:24:32,6.03881836
2023-10-28 23:24:27,6.03881836
2023-10-28 23:24:22,6.03942871
2023-10-28 23:24:17,6.040039
2023-10-28 23:24:12,6.036377
2023-10-28 23:24:07,6.040039
2023-10-28 23:24:02,6.04064941
2023-10-28 23:23:57,6.03942871
2023-10-28 23:23:52,6.03942871
2023-10-28 23:23:47,6.04064941
2023-10-28 23:23:42,6.04126
2023-10-28 23:23:37,6.04126
2023-10-28 23:23:32,6.04064941
2023-10-28 23:23:27,6.04064941
2023-10-28 23:23:22,6.04064941
2023-10-28 23:23:17,6.04064941
2023-10-28 23:23:12,6.03881836
2023-10-28 23:23:07,6.040039
2023-10-28 23:23:02,6.04187
2023-10-28 23:22:57,6.04187
2023-10-28 23:22:52,6.04064941
2023-10-28 23:22:47,6.04187
2023-10-28 23:22:42,6.043091
2023-10-28 23:22:37,6.04187
2023-10-28 23:22:32,6.04248047
2023-10-28 23:22:27,6.04248047
2023-10-28 23:22:22,6.04126
2023-10-28 23:22:17,6.04126
2023-10-28 23:22:12,6.04187
2023-10-28 23:22:07,6.04064941
2023-10-28 23:22:02,6.04064941
2023-10-28 23:21:57,6.04126
2023-10-28 23:21:52,6.04126
2023-10-28 23:21:47,6.040039
2023-10-28 23:21:42,6.04064941
2023-10-28 23:21:37,6.04064941
2023-10-28 23:21:32,6.03759766
2023-10-28 23:21:27,6.038208
2023-10-28 23:21:22,6.040039
2023-10-28 23:21:17,6.03942871
2023-10-28 23:21:12,6.0369873
2023-10-28 23:21:07,6.040039
2023-10-28 23:21:02,6.03881836
2023-10-28 23:20:57,6.03881836
2023-10-28 23:20:52,6.034546
2023-10-28 23:20:47,6.03759766
2023-10-28 23:20:42,6.036377
2023-10-28 23:20:37,6.0369873
2023-10-28 23:20:32,6.0357666
2023-10-28 23:20:27,6.0357666
2023-10-28 23:20:22,6.0369873
2023-10-28 23:20:17,6.036377
2023-10-28 23:20:12,6.036377
2023-10-28 23:20:07,6.036377
2023-10-28 23:20:02,6.036377
2023-10-28 23:19:57,6.0357666
2023-10-28 23:19:52,6.032715
2023-10-28 23:19:47,6.032715
2023-10-28 23:19:42,6.0357666
2023-10-28 23:19:37,6.0357666
2023-10-28 23:19:32,6.03393555
2023-10-28 23:19:27,6.03515625
2023-10-28 23:19:22,6.03515625
2023-10-28 23:19:17,6.03515625
2023-10-28 23:19:12,6.03515625
2023-10-28 23:19:07,6.03393555
2023-10-28 23:19:02,6.03515625
2023-10-28 23:18:57,6.03515625
2023-10-28 23:18:52,6.03515625
2023-10-28 23:18:47,6.03210449
2023-10-28 23:18:42,6.03515625
2023-10-28 23:18:37,6.036377
2023-10-28 23:18:32,6.0357666
2023-10-28 23:18:27,6.036377
2023-10-28 23:18:22,6.038208
2023-10-28 23:18:17,6.03759766
2023-10-28 23:18:12,6.038208
2023-10-28 23:18:07,6.0357666
2023-10-28 23:18:02,6.03881836
2023-10-28 23:17:57,6.038208
2023-10-28 23:17:52,6.03881836
2023-10-28 23:17:47,6.036377
2023-10-28 23:17:42,6.03942871
2023-10-28 23:17:37,6.03881836
2023-10-28 23:17:32,6.03942871
2023-10-28 23:17:27,6.036377
2023-10-28 23:17:22,6.03881836
2023-10-28 23:17:17,6.03881836
2023-10-28 23:17:12,6.03759766
2023-10-28 23:17:07,6.038208
2023-10-28 23:17:02,6.03881836
2023-10-28 23:16:57,6.03881836
2023-10-28 23:16:52,6.038208
2023-10-28 23:16:47,6.03881836
2023-10-28 23:16:42,6.03942871
2023-10-28 23:16:37,6.04064941
2023-10-28 23:16:32,6.03942871
2023-10-28 23:16:27,6.040039
2023-10-28 23:16:22,6.040039
2023-10-28 23:16:17,6.04064941
2023-10-28 23:16:12,6.04126
2023-10-28 23:16:07,6.04126
2023-10-28 23:16:02,6.040039
2023-10-28 23:15:57,6.040039
2023-10-28 23:15:52,6.04064941
2023-10-28 23:15:47,6.04187
2023-10-28 23:15:42,6.04248047
2023-10-28 23:15:37,6.04248047
2023-10-28 23:15:32,6.04064941
2023-10-28 23:15:27,6.04126
2023-10-28 23:15:22,6.04126
2023-10-28 23:15:17,6.04126
2023-10-28 23:15:12,6.04064941
2023-10-28 23:15:07,6.040039
2023-10-28 23:15:02,6.04126
2023-10-28 23:14:57,6.04064941
2023-10-28 23:14:52,6.038208
2023-10-28 23:14:47,6.04187
2023-10-28 23:14:42,6.04064941
2023-10-28 23:14:37,6.04187
2023-10-28 23:14:32,6.04187
2023-10-28 23:14:27,6.04064941
2023-10-28 23:14:22,6.04126
2023-10-28 23:14:17,6.040039
2023-10-28 23:14:12,6.040039
2023-10-28 23:14:07,6.03759766
2023-10-28 23:14:02,6.03759766
2023-10-28 23:13:57,6.0357666
2023-10-28 23:13:52,6.031494
2023-10-28 23:13:47,6.033325
2023-10-28 23:13:42,6.034546
2023-10-28 23:13:37,6.031494
2023-10-28 23:13:32,6.03393555
2023-10-28 23:12:27,6.03210449
2023-10-28 23:12:22,6.03393555
2023-10-28 23:12:17,6.033325
2023-10-28 23:12:12,6.033325
2023-10-28 23:12:07,6.03393555
2023-10-28 23:12:02,6.03393555
2023-10-28 23:11:57,6.03393555
2023-10-28 23:11:52,6.030884
2023-10-28 23:11:47,6.03393555
2023-10-28 23:11:42,6.03393555
2023-10-28 23:11:37,6.033325
2023-10-28 23:11:32,6.030884
2023-10-28 23:11:27,6.034546
2023-10-28 23:11:22,6.0357666
2023-10-28 23:11:17,6.0357666
2023-10-28 23:11:12,6.03515625
2023-10-28 23:11:07,6.0357666
2023-10-28 23:11:02,6.0369873
2023-10-28 23:10:57,6.036377
2023-10-28 23:10:52,6.03759766
2023-10-28 23:10:47,6.03881836
2023-10-28 23:10:42,6.03881836
2023-10-28 23:10:37,6.03942871
2023-10-28 23:10:32,6.03942871
2023-10-28 23:10:27,6.03942871
2023-10-28 23:10:22,6.03942871
2023-10-28 23:10:17,6.04064941
2023-10-28 23:10:12,6.038208
2023-10-28 23:10:07,6.04064941
2023-10-28 23:10:02,6.04187
2023-10-28 23:09:57,6.038208
2023-10-28 23:09:52,6.04187
2023-10-28 23:09:47,6.04126
2023-10-28 23:09:42,6.04064941
2023-10-28 23:09:37,6.04126
2023-10-28 23:09:32,6.04064941
2023-10-28 23:09:27,6.04126
2023-10-28 23:09:22,6.04248047
2023-10-28 23:09:17,6.04248047
2023-10-28 23:09:12,6.04187
2023-10-28 23:09:07,6.043701
2023-10-28 23:09:02,6.043091
2023-10-28 23:08:57,6.04187
2023-10-28 23:08:52,6.04187
2023-10-28 23:08:47,6.043091
2023-10-28 23:08:42,6.04431152
2023-10-28 23:08:37,6.043091
2023-10-28 23:08:32,6.043701
2023-10-28 23:08:27,6.03881836
2023-10-28 23:08:22,6.04187
2023-10-28 23:08:17,6.04187
2023-10-28 23:08:12,6.04126
2023-10-28 23:08:07,6.04248047
2023-10-28 23:08:02,6.04064941
2023-10-28 23:07:57,6.04126
2023-10-28 23:07:52,6.04064941
2023-10-28 23:07:47,6.040039
2023-10-28 23:07:42,6.040039
2023-10-28 23:07:37,6.03515625
2023-10-28 23:07:32,6.03942871
2023-10-28 23:07:27,6.038208
2023-10-28 23:07:22,6.03942871
2023-10-28 23:07:17,6.0369873
2023-10-28 23:07:12,6.038208
2023-10-28 23:07:07,6.0369873
2023-10-28 23:07:02,6.03759766
2023-10-28 23:06:57,6.03759766
2023-10-28 23:06:52,6.03759766
2023-10-28 23:06:47,6.03759766
2023-10-28 23:06:42,6.0369873
2023-10-28 23:06:37,6.0369873
2023-10-28 23:06:32,6.0357666
2023-10-28 23:06:27,6.03515625
2023-10-28 23:06:22,6.0369873
2023-10-28 23:06:17,6.0369873
2023-10-28 23:06:12,6.0369873
2023-10-28 23:06:07,6.0357666
2023-10-28 23:06:02,6.0369873
2023-10-28 23:05:57,6.0357666
2023-10-28 23:05:52,6.0369873
2023-10-28 23:05:47,6.036377
2023-10-28 23:05:42,6.0369873
2023-10-28 23:05:37,6.032715
2023-10-28 23:05:32,6.03759766
2023-10-28 23:05:27,6.03759766
2023-10-28 23:05:22,6.036377
2023-10-28 23:05:17,6.036377
2023-10-28 23:05:12,6.03759766
2023-10-28 23:05:07,6.036377
2023-10-28 23:05:02,6.036377
2023-10-28 23:04:57,6.0369873
2023-10-28 23:04:52,6.036377
2023-10-28 23:04:47,6.0369873
2023-10-28 23:04:42,6.03759766
2023-10-28 23:04:37,6.03881836
2023-10-28 23:04:32,6.034546
2023-10-28 23:04:27,6.038208
2023-10-28 23:04:22,6.03881836
2023-10-28 23:04:17,6.03881836
2023-10-28 23:04:12,6.0369873
2023-10-28 23:04:07,6.038208
2023-10-28 23:04:02,6.03881836
2023-10-28 23:03:57,6.03942871
2023-10-28 23:03:52,6.03942871
2023-10-28 23:03:47,6.04064941
2023-10-28 23:03:42,6.04064941
2023-10-28 23:03:37,6.040039
2023-10-28 23:03:32,6.038208
2023-10-28 23:03:27,6.040039
2023-10-28 23:03:22,6.04126
2023-10-28 23:03:17,6.04126
2023-10-28 23:03:12,6.0369873
2023-10-28 23:03:07,6.04187
2023-10-28 23:03:02,6.040039
2023-10-28 23:02:57,6.04126
2023-10-28 23:02:52,6.04064941
2023-10-28 23:02:47,6.04064941
2023-10-28 23:02:42,6.04064941
2023-10-28 23:02:37,6.03942871
2023-10-28 23:02:32,6.038208
2023-10-28 23:02:27,6.04126
2023-10-28 23:02:22,6.04064941
2023-10-28 23:02:17,6.04126
2023-10-28 23:02:12,6.04126
2023-10-28 23:02:07,6.04064941
2023-10-28 23:02:02,6.04126
2023-10-28 23:01:57,6.04064941
2023-10-28 23:01:52,6.04064941
2023-10-28 23:01:47,6.04248047
2023-10-28 23:01:42,6.04187
2023-10-28 23:01:37,6.04126
2023-10-28 23:01:32,6.04126
2023-10-28 23:01:27,6.04126
2023-10-28 23:01:22,6.04187
2023-10-28 23:01:17,6.04187
2023-10-28 23:01:12,6.04064941
2023-10-28 23:01:07,6.04126
2023-10-28 23:01:02,6.04126
2023-10-28 23:00:57,6.040039
2023-10-28 23:00:52,6.03942871
2023-10-28 23:00:47,6.038208
2023-10-28 23:00:42,6.0369873
2023-10-28 23:00:37,6.03393555
2023-10-28 23:00:32,6.03759766
2023-10-28 23:00:27,6.03759766
2023-10-28 23:00:22,6.0369873
2023-10-28 23:00:17,6.0369873
2023-10-28 23:00:12,6.0369873
2023-10-28 23:00:07,6.036377
2023-10-28 23:00:02,6.0369873
2023-10-28 22:59:57,6.03515625
2023-10-28 22:59:52,6.034546
2023-10-28 22:59:47,6.0357666
2023-10-28 22:59:42,6.036377
2023-10-28 22:59:37,6.03210449
2023-10-28 22:59:32,6.034546
2023-10-28 22:59:27,6.0357666
2023-10-28 22:59:22,6.03515625
2023-10-28 22:59:17,6.03393555
2023-10-28 22:59:12,6.03515625
2023-10-28 22:59:07,6.0357666
2023-10-28 22:59:02,6.03393555
2023-10-28 22:58:57,6.03515625
2023-10-28 22:58:52,6.0357666
2023-10-28 22:58:47,6.034546
2023-10-28 22:58:42,6.03515625
2023-10-28 22:58:37,6.03515625
2023-10-28 22:58:32,6.03515625
2023-10-28 22:58:27,6.03515625
2023-10-28 22:58:22,6.0357666
2023-10-28 22:58:17,6.032715
2023-10-28 22:58:12,6.03515625
2023-10-28 22:58:07,6.03759766
2023-10-28 22:58:02,6.0357666
2023-10-28 22:57:57,6.0369873
2023-10-28 22:57:52,6.0357666
2023-10-28 22:57:47,6.038208
2023-10-28 22:57:42,6.038208
2023-10-28 22:57:37,6.03515625
2023-10-28 22:57:32,6.038208
2023-10-28 22:57:27,6.03759766
2023-10-28 22:57:22,6.038208
2023-10-28 22:57:17,6.0369873
2023-10-28 22:57:12,6.04248047
2023-10-28 22:57:07,6.040039
2023-10-28 22:57:02,6.04431152
2023-10-28 22:56:57,6.04431152
2023-10-28 22:56:52,6.044922
2023-10-28 22:56:47,6.043091
2023-10-28 22:56:42,6.045532
2023-10-28 22:56:37,6.04126
2023-10-28 22:56:32,6.04187
2023-10-28 22:56:27,6.04248047
2023-10-28 22:56:22,6.04126
2023-10-28 22:56:17,6.04248047
2023-10-28 22:56:12,6.04126
2023-10-28 22:56:07,6.043701
2023-10-28 22:56:02,6.04248047
2023-10-28 22:55:57,6.043701
2023-10-28 22:55:52,6.043091
2023-10-28 22:55:47,6.04248047
2023-10-28 22:55:42,6.04064941
2023-10-28 22:55:37,6.04126
2023-10-28 22:55:32,6.04248047
2023-10-28 22:55:27,6.040039
2023-10-28 22:55:22,6.04126
